name,count,label
日本 東京都 足立区,34,通過
江苏省 南京市 栖霞区,840,通過
江苏省 南京市 江宁区,1419,通過
江苏省 南京市 浦口区,1389,通過
江苏省 南京市 溧水区,806,通過
江苏省 南京市 玄武区,466,訪問
江苏省 南京市 秦淮区,557,訪問
江苏省 南京市 雨花台区,753,接地
江苏省 南京市 鼓楼区,51,通過
江苏省 南通市 如皋市,450,通過
江苏省 南通市 海安市,197,通過
江苏省 南通市 通州区,263,通過
江苏省 宿迁市 宿城区,489,通過
江苏省 宿迁市 泗阳县,277,通過
江苏省 常州市 天宁区,454,通過
江苏省 常州市 新北区,1114,通過
江苏省 常州市 武进区,779,通過
江苏省 常州市 溧阳市,1248,通過
江苏省 常州市 钟楼区,250,通過
江苏省 徐州市 云龙区,468,訪問
江苏省 徐州市 泉山区,386,訪問
江苏省 徐州市 睢宁县,785,通過
江苏省 徐州市 贾汪区,1192,接地
江苏省 徐州市 铜山区,2244,通過
江苏省 徐州市 鼓楼区,789,訪問
江苏省 无锡市 宜兴市,2132,訪問
江苏省 无锡市 惠山区,621,通過
江苏省 无锡市 新吴区,733,通過
江苏省 无锡市 梁溪区,282,通過
江苏省 无锡市 江阴市,317,通過
江苏省 无锡市 锡山区,525,通過
江苏省 淮安市 涟水县,24,通過
江苏省 淮安市 淮安区,461,通過
江苏省 淮安市 淮阴区,433,通過
江苏省 淮安市 清江浦区,80,通過
江苏省 盐城市 东台市,436,通過
江苏省 盐城市 亭湖区,479,通過
江苏省 盐城市 大丰区,452,通過
江苏省 盐城市 建湖县,334,通過
江苏省 盐城市 阜宁县,270,通過
江苏省 苏州市 吴中区,645,通過
江苏省 苏州市 吴江区,1378,訪問
江苏省 苏州市 太仓市,329,通過
江苏省 苏州市 姑苏区,672,宿泊
江苏省 苏州市 常熟市,451,通過
江苏省 苏州市 张家港市,377,通過
江苏省 苏州市 昆山市,1277,通過
江苏省 苏州市 相城区,459,通過
江苏省 苏州市 虎丘区,408,通過
江苏省 连云港市 海州区,0,訪問
江苏省 连云港市 赣榆区,0,通過
江苏省 连云港市 连云区,0,通過
江苏省 镇江市 丹徒区,1204,通過
江苏省 镇江市 丹阳市,1463,通過
江苏省 镇江市 京口区,51,通過
江苏省 镇江市 句容市,1212,通過
江苏省 镇江市 润州区,738,通過
江西省 上饶市 信州区,267,通過
江西省 上饶市 婺源县,1767,通過
江西省 上饶市 广丰区,29,通過
江西省 上饶市 广信区,263,通過
江西省 上饶市 弋阳县,294,通過
江西省 上饶市 德兴市,284,通過
江西省 上饶市 横峰县,214,通過
江西省 上饶市 玉山县,314,通過
江西省 上饶市 鄱阳县,1100,通過
江西省 九江市 柴桑区,1121,通過
江西省 九江市 浔阳区,439,通過
江西省 九江市 湖口县,868,通過
江西省 九江市 濂溪区,638,通過
江西省 九江市 瑞昌市,1198,通過
江西省 九江市 都昌县,620,通過
江西省 南昌市 南昌县,211,通過
江西省 南昌市 进贤县,532,通過
江西省 宜春市 丰城市,414,通過
江西省 宜春市 樟树市,607,通過
江西省 宜春市 袁州区,473,通過
江西省 抚州市 东乡区,274,通過
江西省 新余市 分宜县,224,通過
江西省 新余市 渝水区,506,通過
江西省 景德镇市 昌江区,93,通過
江西省 景德镇市 浮梁县,506,通過
江西省 景德镇市 珠山区,137,通過
江西省 萍乡市 安源区,259,通過
江西省 萍乡市 湘东区,199,通過
江西省 萍乡市 芦溪县,243,通過
江西省 鹰潭市 余江区,336,通過
江西省 鹰潭市 月湖区,186,通過
江西省 鹰潭市 贵溪市,264,通過
河北省 保定市 唐县,21,通過
河北省 保定市 定兴县,650,通過
河北省 保定市 定州市,1085,通過
河北省 保定市 容城县,152,通過
河北省 保定市 徐水区,645,通過
河北省 保定市 望都县,380,通過
河北省 保定市 涿州市,848,通過
河北省 保定市 清苑区,953,通過
河北省 保定市 满城区,167,通過
河北省 保定市 竞秀区,137,通過
河北省 保定市 莲池区,193,通過
河北省 保定市 顺平县,27,通過
河北省 保定市 高碑店市,381,通過
河北省 廊坊市 安次区,314,通過
河北省 廊坊市 广阳区,428,通過
河北省 沧州市 东光县,735,通過
河北省 沧州市 南皮县,375,通過
河北省 沧州市 吴桥县,877,訪問
河北省 沧州市 新华区,127,通過
河北省 沧州市 沧县,803,通過
河北省 沧州市 泊头市,183,通過
河北省 沧州市 青县,880,通過
河北省 石家庄市 元氏县,665,通過
河北省 石家庄市 新乐市,683,通過
河北省 石家庄市 新华区,21,通過
河北省 石家庄市 栾城区,65,通過
河北省 石家庄市 桥西区,206,通過
河北省 石家庄市 正定县,940,通過
河北省 石家庄市 藁城区,176,通過
河北省 石家庄市 赞皇县,34,通過
河北省 石家庄市 长安区,290,通過
河北省 石家庄市 高邑县,316,通過
河北省 石家庄市 鹿泉区,167,通過
河北省 邢台市 临城县,430,通過
河北省 邢台市 任泽区,47,通過
河北省 邢台市 信都区,253,通過
河北省 邢台市 内丘县,520,通過
河北省 邢台市 柏乡县,20,通過
河北省 邢台市 沙河市,185,通過
河北省 邢台市 襄都区,487,通過
河北省 邢台市 隆尧县,133,通過
河北省 邯郸市 丛台区,527,訪問
河北省 邯郸市 临漳县,308,通過
河北省 邯郸市 复兴区,44,通過
河北省 邯郸市 成安县,157,通過
河北省 邯郸市 永年区,390,通過
河北省 邯郸市 磁县,460,通過
河北省 邯郸市 邯山区,872,宿泊
河南省 三门峡市 义马市,203,通過
河南省 三门峡市 渑池县,881,通過
河南省 三门峡市 湖滨区,470,通過
河南省 三门峡市 灵宝市,2359,通過
河南省 三门峡市 陕州区,1421,通過
河南省 信阳市 光山县,687,通過
河南省 信阳市 平桥区,2834,宿泊
河南省 信阳市 新县,480,通過
河南省 信阳市 浉河区,1496,訪問
河南省 信阳市 淮滨县,555,通過
河南省 信阳市 潢川县,860,通過
河南省 商丘市 夏邑县,255,通過
河南省 商丘市 宁陵县,738,通過
河南省 商丘市 梁园区,1431,通過
河南省 商丘市 民权县,1431,通過
河南省 商丘市 永城市,206,通過
河南省 商丘市 睢阳区,27,通過
河南省 商丘市 虞城县,1712,通過
河南省 安阳市 北关区,989,宿泊
河南省 安阳市 安阳县,713,訪問
河南省 安阳市 文峰区,354,訪問
河南省 安阳市 殷都区,306,訪問
河南省 安阳市 汤阴县,766,通過
河南省 安阳市 龙安区,246,通過
河南省 开封市 兰考县,572,通過
河南省 开封市 祥符区,898,通過
河南省 开封市 禹王台区,57,通過
河南省 开封市 顺河回族区,322,通過
河南省 开封市 鼓楼区,33,通過
河南省 开封市 龙亭区,614,通過
河南省 新乡市 凤泉区,185,通過
河南省 新乡市 卫滨区,211,通過
河南省 新乡市 卫辉市,821,通過
河南省 新乡市 原阳县,257,通過
河南省 新乡市 新乡县,552,通過
河南省 新乡市 牧野区,112,通過
河南省 新乡市 红旗区,166,通過
河南省 新乡市 获嘉县,242,通過
河南省 洛阳市 偃师区,637,通過
河南省 洛阳市 宜阳县,415,通過
河南省 洛阳市 新安县,459,通過
河南省 洛阳市 洛龙区,610,宿泊
河南省 洛阳市 涧西区,120,通過
河南省 洛阳市 瀍河回族区,193,通過
河南省 洛阳市 老城区,33,通過
河南省 洛阳市 西工区,168,通過
河南省 漯河市 临颍县,1378,通過
河南省 漯河市 召陵区,99,通過
河南省 漯河市 源汇区,476,通過
河南省 漯河市 郾城区,772,通過
河南省 焦作市 修武县,0,宿泊
河南省 焦作市 武陟县,279,通過
河南省 许昌市 建安区,1114,通過
河南省 许昌市 长葛市,922,通過
河南省 许昌市 魏都区,250,通過
河南省 郑州市 上街区,104,通過
河南省 郑州市 中原区,310,通過
河南省 郑州市 中牟县,1308,通過
河南省 郑州市 二七区,324,通過
河南省 郑州市 巩义市,1020,通過
河南省 郑州市 惠济区,537,通過
河南省 郑州市 新郑市,1515,通過
河南省 郑州市 管城回族区,1156,通過
河南省 郑州市 荥阳市,789,通過
河南省 郑州市 金水区,721,通過
河南省 驻马店市 确山县,2207,通過
河南省 驻马店市 西平县,1382,通過
河南省 驻马店市 遂平县,1048,通過
河南省 驻马店市 驿城区,1263,通過
河南省 鹤壁市 淇县,730,通過
河南省 鹤壁市 淇滨区,344,通過
浙江省 丽水市 缙云县,295,通過
浙江省 丽水市 莲都区,224,通過
浙江省 丽水市 青田县,617,通過
浙江省 台州市 三门县,268,通過
浙江省 台州市 临海市,387,通過
浙江省 台州市 温岭市,183,通過
浙江省 台州市 路桥区,127,通過
浙江省 台州市 黄岩区,118,通過
浙江省 嘉兴市 南湖区,1318,通過
浙江省 嘉兴市 嘉善县,844,通過
浙江省 嘉兴市 桐乡市,910,通過
浙江省 嘉兴市 海宁市,1892,通過
浙江省 嘉兴市 秀洲区,1046,通過
浙江省 宁波市 余姚市,452,通過
浙江省 宁波市 奉化区,284,通過
浙江省 宁波市 宁海县,483,通過
浙江省 宁波市 慈溪市,59,通過
浙江省 宁波市 江北区,211,通過
浙江省 宁波市 海曙区,79,通過
浙江省 宁波市 鄞州区,275,通過
浙江省 杭州市 上城区,4004,訪問
浙江省 杭州市 临安区,147,宿泊
浙江省 杭州市 临平区,1493,宿泊
浙江省 杭州市 余杭区,2412,訪問
浙江省 杭州市 富阳区,435,通過
浙江省 杭州市 建德市,444,通過
浙江省 杭州市 拱墅区,2002,訪問
浙江省 杭州市 桐庐县,297,通過
浙江省 杭州市 淳安县,2679,宿泊
浙江省 杭州市 滨江区,2160,住居
浙江省 杭州市 萧山区,6390,訪問
浙江省 杭州市 西湖区,2236,宿泊
浙江省 杭州市 钱塘区,558,訪問
浙江省 温州市 乐清市,639,通過
浙江省 温州市 平阳县,469,通過
浙江省 温州市 永嘉县,256,通過
浙江省 温州市 瑞安市,295,通過
浙江省 温州市 瓯海区,450,通過
浙江省 温州市 苍南县,307,通過
浙江省 温州市 鹿城区,80,通過
浙江省 温州市 龙港市,24,通過
浙江省 湖州市 南浔区,505,通過
浙江省 湖州市 吴兴区,2082,通過
浙江省 湖州市 德清县,1162,通過
浙江省 湖州市 长兴县,1367,通過
浙江省 绍兴市 上虞区,297,通過
浙江省 绍兴市 柯桥区,674,通過
浙江省 绍兴市 诸暨市,2230,通過
浙江省 绍兴市 越城区,650,訪問
浙江省 衢州市 常山县,724,通過
浙江省 衢州市 开化县,545,通過
浙江省 衢州市 柯城区,525,通過
浙江省 衢州市 江山市,436,通過
浙江省 衢州市 衢江区,716,通過
浙江省 衢州市 龙游县,633,通過
浙江省 金华市 义乌市,1311,通過
浙江省 金华市 婺城区,1102,通過
浙江省 金华市 武义县,197,通過
浙江省 金华市 永康市,239,通過
浙江省 金华市 浦江县,125,通過
浙江省 金华市 金东区,1273,通過
海南省 万宁市 万宁市,3108,通過
海南省 三亚市 吉阳区,318,通過
海南省 三亚市 海棠区,952,訪問
海南省 文昌市 文昌市,4901,住居
海南省 海口市 琼山区,368,通過
海南省 海口市 秀英区,324,接地
海南省 海口市 美兰区,2068,訪問
海南省 海口市 龙华区,438,訪問
海南省 琼海市 琼海市,1850,訪問
海南省 陵水黎族自治县 陵水黎族自治县,2851,訪問
湖北省 仙桃市 仙桃市,820,通過
湖北省 咸宁市 咸安区,1240,通過
湖北省 咸宁市 赤壁市,2073,通過
湖北省 天门市 天门市,643,通過
湖北省 孝感市 云梦县,178,通過
湖北省 孝感市 大悟县,1761,通過
湖北省 孝感市 孝南区,1252,通過
湖北省 孝感市 孝昌县,605,通過
湖北省 孝感市 安陆市,438,通過
湖北省 孝感市 汉川市,1108,通過
湖北省 宜昌市 伍家岗区,258,通過
湖北省 宜昌市 夷陵区,228,通過
湖北省 宜昌市 枝江市,1244,通過
湖北省 宜昌市 点军区,641,通過
湖北省 宜昌市 猇亭区,112,通過
湖北省 宜昌市 长阳土家族自治县,834,通過
湖北省 恩施土家族苗族自治州 巴东县,511,通過
湖北省 恩施土家族苗族自治州 建始县,797,通過
湖北省 恩施土家族苗族自治州 恩施市,677,宿泊
湖北省 武汉市 东西湖区,654,通過
湖北省 武汉市 武昌区,3977,住居
湖北省 武汉市 汉阳区,1118,訪問
湖北省 武汉市 江夏区,3461,通過
湖北省 武汉市 江岸区,1456,訪問
湖北省 武汉市 江汉区,928,訪問
湖北省 武汉市 洪山区,4652,住居
湖北省 武汉市 硚口区,528,訪問
湖北省 武汉市 蔡甸区,622,訪問
湖北省 武汉市 青山区,237,通過
湖北省 武汉市 黄陂区,8008,宿泊
湖北省 潜江市 潜江市,1263,通過
湖北省 荆州市 沙市区,589,通過
湖北省 荆州市 荆州区,614,通過
湖北省 襄阳市 枣阳市,1178,通過
湖北省 襄阳市 樊城区,429,通過
湖北省 襄阳市 襄城区,480,宿泊
湖北省 襄阳市 襄州区,957,通過
湖北省 鄂州市 华容区,1902,通過
湖北省 鄂州市 鄂城区,2011,通過
湖北省 随州市 广水市,1203,通過
湖北省 随州市 曾都区,731,通過
湖北省 随州市 随县,749,通過
湖北省 黄冈市 红安县,459,通過
湖北省 黄冈市 麻城市,2857,通過
湖北省 黄冈市 黄州区,354,宿泊
湖北省 黄石市 下陆区,329,通過
湖北省 黄石市 大冶市,2338,通過
湖北省 黄石市 铁山区,116,通過
湖北省 黄石市 阳新县,3341,訪問
湖北省 黄石市 黄石港区,24,通過
湖南省 岳阳市 临湘市,1232,通過
湖南省 岳阳市 云溪区,513,通過
湖南省 岳阳市 岳阳县,1358,通過
湖南省 岳阳市 岳阳楼区,700,通過
湖南省 岳阳市 汨罗市,2285,通過
湖南省 株洲市 天元区,716,通過
湖南省 株洲市 渌口区,1214,通過
湖南省 株洲市 石峰区,236,通過
湖南省 株洲市 芦淞区,431,通過
湖南省 株洲市 荷塘区,53,通過
湖南省 株洲市 醴陵市,343,通過
湖南省 永州市 东安县,472,通過
湖南省 永州市 冷水滩区,600,通過
湖南省 永州市 祁阳市,368,通過
湖南省 湘潭市 岳塘区,336,通過
湖南省 湘潭市 湘潭县,738,通過
湖南省 衡阳市 南岳区,73,通過
湖南省 衡阳市 珠晖区,1141,通過
湖南省 衡阳市 祁东县,546,通過
湖南省 衡阳市 耒阳市,2156,通過
湖南省 衡阳市 蒸湘区,124,通過
湖南省 衡阳市 衡东县,1131,通過
湖南省 衡阳市 衡南县,1767,通過
湖南省 衡阳市 衡山县,843,通過
湖南省 衡阳市 衡阳县,243,通過
湖南省 衡阳市 雁峰区,127,通過
湖南省 郴州市 北湖区,513,通過
湖南省 郴州市 宜章县,616,通過
湖南省 郴州市 桂阳县,65,通過
湖南省 郴州市 永兴县,830,通過
湖南省 郴州市 苏仙区,1501,通過
湖南省 长沙市 天心区,272,訪問
湖南省 长沙市 岳麓区,202,訪問
湖南省 长沙市 开福区,302,宿泊
湖南省 长沙市 望城区,166,通過
湖南省 长沙市 芙蓉区,230,訪問
湖南省 长沙市 长沙县,791,通過
湖南省 长沙市 雨花区,564,接地
甘肃省 临夏回族自治州 永靖县,436,通過
甘肃省 兰州市 七里河区,458,接地
甘肃省 兰州市 城关区,921,宿泊
甘肃省 兰州市 安宁区,221,通過
甘肃省 兰州市 榆中县,937,訪問
甘肃省 兰州市 永登县,1407,通過
甘肃省 兰州市 皋兰县,800,訪問
甘肃省 兰州市 红古区,162,通過
甘肃省 兰州市 西固区,711,通過
甘肃省 嘉峪关市 嘉峪关市,667,宿泊
甘肃省 天水市 秦安县,548,通過
甘肃省 天水市 秦州区,37,通過
甘肃省 天水市 麦积区,1374,通過
甘肃省 定西市 安定区,861,通過
甘肃省 定西市 通渭县,609,通過
甘肃省 张掖市 临泽县,711,訪問
甘肃省 张掖市 山丹县,1849,通過
甘肃省 张掖市 民乐县,729,通過
甘肃省 张掖市 甘州区,1312,宿泊
甘肃省 张掖市 肃南裕固族自治县,0,訪問
甘肃省 张掖市 高台县,1445,通過
甘肃省 武威市 凉州区,956,通過
甘肃省 武威市 古浪县,723,通過
甘肃省 武威市 天祝藏族自治县,570,通過
甘肃省 酒泉市 敦煌市,621,宿泊
甘肃省 酒泉市 玉门市,1583,通過
甘肃省 酒泉市 瓜州县,2025,通過
甘肃省 酒泉市 肃州区,2321,通過
甘肃省 金昌市 永昌县,1198,通過
甘肃省 金昌市 金川区,111,通過
福建省 厦门市 同安区,306,通過
福建省 厦门市 思明区,417,宿泊
